,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
284,284,25064.0,8,36.0,24.0,3.75,1.5,3.5,1.5,5.333333333,1.428571429,50.0,3.0,3.0,15.0,2.0,3.0,1.0,1.0,1.0,5.0,8.0,4.0,1.0,5.5,4.0,4.0,5.0,5.0,4.0,61.0,60.0,67.0,60.0,60.0,75.0,85.0,70.0,2.0,100.0,60.0,73.0,80.0,70.0,73.0,81.0,80.0,78.0,70.0,76.0,36.0,79.0,80.0,62.0,35.0,0.0,85.0,50.0
285,285,25064.0,8,36.0,24.0,3.75,1.5,3.5,1.5,5.333333333,1.428571429,50.0,3.0,3.0,15.0,2.0,3.0,1.0,1.0,1.0,5.0,8.0,4.0,1.0,5.5,4.0,4.0,5.0,5.0,4.0,61.0,60.0,67.0,60.0,60.0,75.0,85.0,70.0,2.0,100.0,60.0,73.0,80.0,70.0,73.0,81.0,80.0,78.0,70.0,76.0,36.0,79.0,80.0,62.0,35.0,0.0,85.0,50.0
286,286,48179.0,11,,,2.5,2.0,5.0,2.75,6.166666667,1.0,51.0,2.0,,7.0,5.0,1.0,1.0,2.0,1.0,7.0,8.0,4.0,1.0,5.5,4.0,4.0,4.0,3.0,2.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,50.0,2.0,50.0,45.0,50.0,60.0,95.0,95.0,95.0,95.0,95.0,95.0,50.0,50.0,61.0,60.0,55.0,50.0,50.0,85.0,51.0
287,287,53208.0,7,33.0,25.0,,,,,3.5,2.142857143,74.0,5.0,,7.0,,2.0,,,,,,,1.0,2.0,7.0,7.0,7.0,6.0,4.0,,,,,,,,,2.0,,30.0,30.0,30.0,20.0,21.0,20.0,20.0,0.0,0.0,30.0,30.0,60.0,60.0,0.0,0.0,0.0,95.0,74.0
288,288,55117.0,,,,,,,,,,28.0,3.0,,11.0,,1.0,,,,,,,,3.0,3.0,3.0,4.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,28.0
289,289,35210.0,,,,,,,,,,61.0,6.0,,8.0,,4.0,,,,,,,,3.0,4.0,5.0,6.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,61.0
290,290,14450.0,4,37.0,12.0,2.75,3.0,2.0,3.0,5.833333333,1.0,24.0,2.0,1.666666667,8.0,5.0,1.0,4.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,5.0,7.0,7.0,5.0,3.0,15.0,15.0,23.0,23.0,20.0,13.0,9.0,9.0,2.0,0.0,20.0,35.0,40.0,25.0,20.0,10.0,10.0,0.0,100.0,10.0,30.0,15.0,0.0,0.0,0.0,0.0,30.0,24.0
291,291,13126.0,13.5,,,,,,,3.833333333,1.857142857,61.0,4.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,2.0,,75.0,75.0,67.0,65.0,57.0,51.0,45.0,45.0,44.0,80.0,75.0,69.0,80.0,80.0,50.0,51.0,75.0,61.0
292,292,13032.0,,,,,,,,,,54.0,3.0,,9.0,,4.0,,,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,54.0
293,293,32034.0,,49.0,9.0,5.0,1.0,5.0,5.0,7.0,1.0,39.0,6.0,6.666666667,6.0,5.0,2.0,7.0,2.0,1.0,7.0,8.0,2.0,,7.0,3.0,3.0,2.0,1.0,1.0,80.0,80.0,85.0,95.0,100.0,100.0,100.0,100.0,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,39.0
294,294,42256.0,,28.0,25.0,2.5,4.0,3.5,1.75,,,23.0,3.0,,13.0,4.0,3.0,1.0,3.0,2.0,5.0,6.0,4.0,,6.5,,,,,,66.0,63.0,58.0,60.0,59.0,43.0,37.0,32.0,1.0,32.0,,,,,,,,,,,,,,,,,,23.0
295,295,32725.0,5,33.0,23.0,2.25,3.75,4.75,4.75,6.5,1.428571429,51.0,3.0,3.333333333,10.0,4.0,1.0,7.0,1.0,1.0,7.0,14.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,56.0,56.0,58.0,64.0,71.0,79.0,83.0,54.0,1.0,100.0,39.0,45.0,45.0,46.0,47.0,45.0,41.0,32.0,70.0,20.0,27.0,31.0,36.0,36.0,0.0,0.0,70.0,51.0
296,296,85737.0,,,,,,,,,,59.0,4.0,,29.0,,4.0,,,,,,,,5.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,59.0
297,297,74133.0,,,,,,,,,,32.0,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,32.0
298,298,28469.0,,32.0,29.0,3.25,2.75,4.25,3.0,,,61.0,5.0,,8.0,4.0,3.0,7.0,4.0,2.0,4.0,8.0,4.0,,5.0,3.0,3.0,3.0,3.0,3.0,76.0,76.0,75.0,83.0,89.0,89.0,88.0,58.0,2.0,53.0,,,,,,,,,,,,,,,,,,61.0
299,299,76548.0,,,,,,,,,,42.0,3.0,,,,,,,,,,,,1.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,42.0
300,300,15216.0,,31.0,21.0,3.75,2.25,2.5,3.25,,,70.0,7.0,8.0,8.0,5.0,5.0,7.0,6.0,2.0,6.0,9.0,1.0,,2.0,4.0,4.0,4.0,4.0,2.0,71.0,84.0,95.0,100.0,100.0,76.0,78.0,50.0,1.0,51.0,,,,,,,,,,,,,,,,,,70.0
301,301,3044.0,14,43.0,21.0,4.5,1.5,5.0,2.5,6.333333333,1.428571429,70.0,4.0,,6.0,1.0,1.0,7.0,4.0,4.0,7.0,10.0,5.0,1.0,2.0,4.0,4.0,4.0,5.0,6.0,20.0,20.0,27.0,46.0,67.0,97.0,100.0,100.0,2.0,100.0,67.0,71.0,69.0,78.0,66.0,61.0,67.0,58.0,66.0,100.0,90.0,95.0,100.0,94.0,99.0,100.0,99.0,70.0
302,302,7733.0,12,30.0,38.0,5.0,2.25,5.0,4.75,7.0,1.0,55.0,5.0,6.333333333,6.0,5.0,1.0,7.0,4.0,2.0,7.0,14.0,7.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,7.0,23.0,51.0,69.0,94.0,94.0,100.0,2.0,100.0,61.0,64.0,71.0,79.0,75.0,67.0,66.0,65.0,67.0,81.0,82.0,87.0,81.0,70.0,0.0,0.0,85.0,55.0
303,303,67152.0,,,,,,,,,,42.0,3.0,,,,,,,,,,,,4.5,4.0,4.0,3.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,42.0
304,304,76011.0,4,36.0,25.0,2.75,4.0,5.0,2.75,3.333333333,3.714285714,62.0,3.0,1.333333333,16.0,5.0,2.0,7.0,4.0,4.0,6.0,12.0,2.0,1.0,1.5,6.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,29.0,51.0,51.0,51.0,50.0,2.0,51.0,9.0,9.0,9.0,14.0,14.0,15.0,17.0,18.0,22.0,9.0,8.0,7.0,6.0,6.0,5.0,5.0,68.0,62.0
305,305,30813.0,,45.0,29.0,,,,,,,34.0,5.0,,10.0,,2.0,,,,,,,,3.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,34.0
306,306,94580.0,,38.0,29.0,4.5,3.0,4.0,2.75,,,26.0,5.0,3.333333333,6.0,5.0,1.0,5.0,1.0,1.0,7.0,9.0,7.0,,3.0,1.0,1.0,7.0,7.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,1.0,60.0,,,,,,,,,,,,,,,,,,26.0
307,307,2474.0,7.5,32.0,13.0,1.25,1.25,3.25,1.25,4.666666667,2.857142857,74.0,5.0,1.333333333,9.0,4.0,3.0,6.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,50.0,54.0,64.0,77.0,85.0,94.0,100.0,100.0,1.0,100.0,60.0,60.0,61.0,63.0,63.0,65.0,90.0,97.0,86.0,40.0,57.0,62.0,69.0,35.0,25.0,0.0,95.0,74.0
308,308,73505.0,,28.0,28.0,4.25,1.25,3.75,3.25,,,50.0,5.0,,16.0,4.0,6.0,1.0,4.0,4.0,1.0,12.0,1.0,,7.0,2.0,2.0,2.0,2.0,2.0,90.0,90.0,90.0,90.0,89.0,90.0,90.0,90.0,1.0,90.0,,,,,,,,,,,,,,,,,,50.0
309,309,55417.0,,36.0,22.0,,,,,,,37.0,6.0,,,,,,,,,,,,1.0,7.0,5.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,37.0
310,310,43206.0,,,,,,,,,,24.0,6.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,24.0
311,311,97401.0,10,24.0,42.0,1.75,4.0,3.5,2.0,2.333333333,4.142857143,20.0,3.0,3.0,8.0,5.0,5.0,5.0,2.0,2.0,5.0,7.0,2.0,1.0,2.0,6.0,5.0,5.0,6.0,6.0,54.0,52.0,31.0,28.0,21.0,15.0,8.0,2.0,1.0,35.0,43.0,47.0,,45.0,41.0,41.0,40.0,40.0,41.0,44.0,56.0,45.0,46.0,,48.0,,97.0,20.0
312,312,33907.0,14,37.0,25.0,4.25,1.0,4.5,3.75,6.0,1.0,62.0,3.0,4.666666667,6.0,5.0,1.0,3.0,2.0,2.0,7.0,9.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,90.0,91.0,90.0,90.0,90.0,90.0,90.0,85.0,2.0,80.0,75.0,75.0,75.0,71.0,69.0,68.0,65.0,58.0,54.0,81.0,80.0,80.0,80.0,80.0,50.0,50.0,85.0,62.0
313,313,85013.0,14,45.0,24.0,4.25,2.25,5.0,4.5,5.166666667,1.714285714,41.0,6.0,9.0,6.0,5.0,1.0,7.0,7.0,7.0,7.0,14.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,51.0,61.0,69.0,80.0,89.0,100.0,100.0,100.0,1.0,100.0,85.0,78.0,84.0,87.0,92.0,93.0,95.0,68.0,52.0,94.0,76.0,86.0,93.0,98.0,76.0,76.0,70.0,41.0
314,314,77082.0,15,41.0,12.0,4.75,2.25,4.75,1.5,6.0,1.0,71.0,5.0,6.0,23.0,4.0,4.0,7.0,6.0,5.0,4.0,9.0,1.0,1.0,5.5,2.0,2.0,2.0,1.0,1.0,82.0,83.0,87.0,96.0,97.0,96.0,98.0,98.0,1.0,98.0,81.0,79.0,78.0,72.0,80.0,81.0,84.0,89.0,95.0,90.0,91.0,91.0,91.0,82.0,72.0,60.0,90.0,71.0
315,315,39042.0,12,41.0,16.0,2.75,2.0,4.25,3.75,3.833333333,2.571428571,57.0,3.0,2.666666667,12.0,1.0,1.0,7.0,2.0,1.0,7.0,8.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,24.0,35.0,36.0,79.0,2.0,80.0,40.0,54.0,56.0,58.0,64.0,68.0,74.0,78.0,84.0,39.0,51.0,53.0,68.0,74.0,0.0,0.0,85.0,57.0
316,316,21740.0,15,42.0,13.0,5.0,1.0,5.0,1.75,5.833333333,2.142857143,57.0,4.0,7.666666667,6.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,6.0,1.0,3.0,7.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,20.0,50.0,100.0,100.0,100.0,2.0,100.0,55.0,55.0,60.0,65.0,60.0,26.0,27.0,27.0,22.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,85.0,57.0
317,317,38654.0,7,,30.0,4.5,2.0,2.25,1.75,4.5,1.857142857,67.0,3.0,3.0,6.0,2.0,1.0,6.0,1.0,1.0,5.0,2.0,2.0,1.0,5.5,,,,,,55.0,55.0,55.0,55.0,55.0,69.0,63.0,55.0,1.0,55.0,35.0,36.0,32.0,50.0,50.0,50.0,50.0,50.0,50.0,38.0,40.0,41.0,34.0,18.0,0.0,0.0,78.0,67.0
318,318,60636.0,10,26.0,23.0,3.5,1.0,2.25,2.0,6.333333333,2.142857143,63.0,3.0,3.0,12.0,4.0,1.0,1.0,1.0,1.0,7.0,8.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,50.0,50.0,50.0,50.0,78.0,78.0,73.0,50.0,2.0,50.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,86.0,81.0,50.0,50.0,50.0,50.0,0.0,,63.0
319,319,45231.0,,,,,,,,,,45.0,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,45.0
320,320,27405.0,14,42.0,14.0,5.0,2.25,1.0,3.0,5.5,2.142857143,55.0,5.0,,18.0,5.0,3.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,1.0,,,,,,60.0,89.0,92.0,100.0,100.0,100.0,100.0,1.0,2.0,1.0,36.0,19.0,28.0,29.0,29.0,29.0,17.0,0.0,1.0,53.0,64.0,80.0,88.0,81.0,86.0,85.0,80.0,55.0
321,321,75094.0,,,,,,,,,,29.0,4.0,,6.0,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,29.0
322,322,73112.0,11,40.0,17.0,3.75,2.5,4.5,1.75,5.166666667,1.428571429,59.0,5.0,3.333333333,22.0,3.0,2.0,6.0,5.0,4.0,6.0,2.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,62.0,62.0,60.0,68.0,68.0,68.0,67.0,62.0,1.0,53.0,72.0,70.0,70.0,70.0,69.0,61.0,54.0,54.0,45.0,72.0,83.0,77.0,64.0,54.0,0.0,0.0,75.0,59.0
323,323,45102.0,4,,,,,,,,,55.0,2.0,,,,,,,,,,,1.0,4.0,7.0,7.0,6.0,4.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,55.0
324,324,32792.0,13.5,23.0,33.0,3.75,1.0,4.25,4.25,6.0,1.142857143,65.0,5.0,5.666666667,9.0,5.0,1.0,7.0,3.0,3.0,7.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,91.0,90.0,93.0,92.0,90.0,89.0,89.0,91.0,2.0,90.0,60.0,64.0,64.0,72.0,62.0,51.0,51.0,51.0,51.0,91.0,92.0,90.0,91.0,,,,89.0,65.0
325,325,23221.0,,38.0,15.0,3.5,2.25,4.5,3.5,,,24.0,6.0,2.666666667,9.0,3.0,1.0,7.0,3.0,2.0,6.0,13.0,3.0,,1.5,,,,,,60.0,65.0,62.0,74.0,86.0,,91.0,34.0,2.0,15.0,,,,,,,,,,,,,,,,,,24.0
326,326,74578.0,,33.0,16.0,,,,,4.0,2.142857143,72.0,6.0,,6.0,,6.0,,,,,,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,80.0,100.0,100.0,100.0,100.0,70.0,35.0,35.0,20.0,10.0,100.0,100.0,90.0,75.0,45.0,45.0,110.0,72.0
327,327,30606.0,11,14.0,14.0,5.0,2.75,1.5,1.5,,,61.0,7.0,,,5.0,,5.0,1.0,1.0,7.0,4.0,3.0,1.0,4.0,,,,,,22.0,23.0,29.0,37.0,53.0,73.0,74.0,62.0,1.0,45.0,,,,,,,,,,,,,,,,,,61.0
328,328,1545.0,8.5,40.0,26.0,3.0,2.25,3.75,3.25,,,40.0,5.0,,21.0,4.0,3.0,6.0,4.0,2.0,6.0,8.0,3.0,1.0,2.5,5.0,5.0,5.0,6.0,6.0,20.0,20.0,31.0,61.0,72.0,72.0,72.0,54.0,1.0,55.0,,,,,,,,,,,,,,,,,,40.0
329,329,32776.0,7,35.0,30.0,4.0,4.5,4.5,3.5,6.166666667,2.571428571,60.0,2.0,8.0,,1.0,4.0,1.0,1.0,1.0,6.0,12.0,1.0,1.0,6.0,4.0,4.0,3.0,3.0,2.0,20.0,20.0,50.0,50.0,50.0,75.0,75.0,0.0,2.0,0.0,40.0,20.0,20.0,80.0,80.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,90.0,75.0,0.0,0.0,85.0,60.0
330,330,25801.0,11,,,,,,,5.5,1.428571429,33.0,5.0,,10.0,,4.0,,,,,,,1.0,3.0,5.0,5.0,5.0,6.0,6.0,,,,,,,,,2.0,,95.0,51.0,58.0,64.0,82.0,85.0,92.0,93.0,98.0,93.0,80.0,83.0,83.0,85.0,86.0,51.0,85.0,33.0
331,331,91911.0,11.5,47.0,31.0,3.5,1.75,2.75,2.0,6.833333333,1.142857143,61.0,4.0,5.333333333,14.0,5.0,3.0,7.0,1.0,1.0,5.0,5.0,2.0,1.0,6.0,5.0,5.0,5.0,1.0,2.0,,,,,,,,,1.0,,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,75.0,75.0,75.0,70.0,70.0,60.0,30.0,75.0,61.0
332,332,64762.0,,37.0,26.0,4.25,3.25,4.5,1.0,,,35.0,2.0,1.333333333,6.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,5.0,,1.0,4.0,4.0,4.0,4.0,4.0,65.0,60.0,50.0,55.0,65.0,65.0,54.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,35.0
333,333,19055.0,6.5,39.0,27.0,,,,,5.333333333,2.142857143,51.0,2.0,,7.0,,1.0,,,,,,,1.0,6.0,3.0,3.0,4.0,2.0,2.0,,,,,,,,,2.0,,52.0,51.0,51.0,27.0,0.0,0.0,0.0,0.0,0.0,70.0,50.0,80.0,80.0,80.0,0.0,0.0,85.0,51.0
334,334,19943.0,7.5,22.0,35.0,5.0,1.5,2.75,1.25,,,42.0,2.0,1.333333333,17.0,5.0,3.0,1.0,1.0,1.0,7.0,14.0,7.0,1.0,4.0,2.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,15.0,53.0,54.0,52.0,2.0,54.0,,,,,,,,,,,,,,,,,,42.0
335,335,75149.0,,,,,,,,,,49.0,4.0,,10.0,,1.0,,,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,49.0
336,336,85032.0,,,,,,,,,,57.0,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,57.0
337,337,13215.0,,,,,,,,,,44.0,6.0,,6.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,44.0
338,338,70769.0,8.5,21.0,18.0,,,,,,,40.0,3.0,,12.0,,5.0,,,,,,,1.0,1.5,3.0,2.0,3.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,40.0
339,339,33032.0,,,,,,,,,,26.0,5.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,26.0
340,340,90044.0,,34.0,25.0,3.0,3.5,3.25,3.75,,,58.0,6.0,5.0,9.0,5.0,6.0,7.0,6.0,5.0,4.0,7.0,6.0,,2.5,5.0,3.0,4.0,5.0,6.0,85.0,95.0,93.0,100.0,100.0,92.0,93.0,100.0,2.0,97.0,,,,,,,,,,,,,,,,,,58.0
341,341,37216.0,,,,,,,,,,69.0,4.0,,6.0,,1.0,,,,,,,,6.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,69.0
342,342,80831.0,,38.0,19.0,4.0,2.0,4.0,1.0,,,68.0,6.0,1.333333333,12.0,5.0,2.0,7.0,5.0,4.0,7.0,10.0,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,61.0,66.0,79.0,81.0,92.0,89.0,87.0,80.0,2.0,68.0,,,,,,,,,,,,,,,,,,68.0
343,343,94123.0,,28.0,28.0,,,,,,,35.0,7.0,,42.0,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,35.0
344,344,97201.0,9.5,35.0,23.0,2.75,2.0,4.0,3.25,5.0,2.285714286,32.0,5.0,2.666666667,19.0,5.0,2.0,6.0,4.0,4.0,5.0,7.0,5.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,35.0,36.0,45.0,63.0,67.0,65.0,66.0,55.0,1.0,54.0,40.0,50.0,60.0,45.0,40.0,30.0,50.0,50.0,50.0,70.0,75.0,80.0,81.0,50.0,50.0,50.0,90.0,32.0
345,345,87008.0,4,44.0,12.0,5.0,3.0,1.5,1.25,,4.714285714,58.0,5.0,6.333333333,23.0,5.0,1.0,7.0,1.0,1.0,7.0,4.0,6.0,1.0,2.0,,,,,,1.0,1.0,1.0,70.0,80.0,80.0,60.0,30.0,1.0,10.0,11.0,23.0,23.0,14.0,11.0,7.0,4.0,0.0,0.0,4.0,11.0,4.0,11.0,1.0,0.0,0.0,88.0,58.0
346,346,27891.0,3.5,21.0,32.0,3.25,3.25,1.5,1.0,3.333333333,4.285714286,29.0,3.0,1.0,17.0,2.0,7.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,4.0,4.0,6.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,80.0,29.0
347,347,10034.0,13.5,35.0,28.0,4.75,1.5,5.0,4.75,6.0,1.142857143,31.0,7.0,8.333333333,21.0,5.0,1.0,6.0,5.0,5.0,7.0,10.0,3.0,1.0,3.5,,,,,,10.0,10.0,20.0,80.0,90.0,100.0,100.0,50.0,1.0,50.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,31.0
348,348,99204.0,12,38.0,19.0,4.5,1.25,3.0,1.5,5.333333333,1.142857143,70.0,3.0,4.333333333,12.0,5.0,1.0,7.0,2.0,2.0,7.0,7.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,71.0,71.0,71.0,78.0,85.0,94.0,87.0,80.0,1.0,86.0,51.0,40.0,40.0,43.0,35.0,27.0,21.0,21.0,59.0,60.0,60.0,75.0,70.0,29.0,0.0,0.0,84.0,70.0
349,349,85024.0,,40.0,23.0,3.75,2.0,3.75,3.75,,,61.0,6.0,5.0,16.0,4.0,4.0,4.0,3.0,2.0,4.0,11.0,3.0,,4.5,4.0,4.0,3.0,2.0,2.0,25.0,25.0,30.0,60.0,65.0,85.0,90.0,81.0,1.0,70.0,,,,,,,,,,,,,,,,,,61.0
350,350,18232.0,,41.0,19.0,3.0,3.5,4.25,3.25,,,68.0,3.0,3.666666667,6.0,5.0,1.0,7.0,2.0,2.0,7.0,6.0,6.0,,2.0,,,,,,34.0,40.0,44.0,44.0,46.0,45.0,43.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,68.0
351,351,29148.0,14.5,43.0,37.0,5.0,1.25,4.0,4.0,5.833333333,3.571428571,67.0,3.0,3.333333333,7.0,5.0,1.0,7.0,7.0,7.0,7.0,14.0,1.0,1.0,4.0,5.0,6.0,6.0,7.0,7.0,12.0,35.0,26.0,55.0,25.0,8.0,0.0,0.0,2.0,1.0,100.0,100.0,90.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,92.0,100.0,100.0,51.0,51.0,51.0,120.0,67.0
352,352,29148.0,14.5,43.0,37.0,5.0,1.25,4.0,4.0,5.833333333,3.571428571,67.0,3.0,3.333333333,7.0,5.0,1.0,7.0,7.0,7.0,7.0,14.0,1.0,1.0,4.0,5.0,6.0,6.0,7.0,7.0,12.0,35.0,26.0,55.0,25.0,8.0,0.0,0.0,2.0,1.0,100.0,100.0,90.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,92.0,100.0,100.0,51.0,51.0,51.0,120.0,67.0
353,353,76092.0,,41.0,16.0,2.75,2.0,4.25,1.0,,,64.0,6.0,1.666666667,10.0,3.0,1.0,7.0,5.0,3.0,6.0,7.0,5.0,,2.0,,,,,,50.0,50.0,60.0,80.0,90.0,50.0,50.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,64.0
354,354,12508.0,,40.0,20.0,3.0,4.5,5.0,1.75,6.0,1.142857143,63.0,3.0,3.666666667,8.0,3.0,4.0,7.0,3.0,2.0,7.0,11.0,5.0,,1.5,4.0,2.0,2.0,2.0,2.0,50.0,53.0,59.0,78.0,93.0,100.0,100.0,100.0,1.0,100.0,28.0,31.0,32.0,40.0,44.0,51.0,51.0,55.0,81.0,51.0,74.0,75.0,85.0,76.0,51.0,51.0,81.0,63.0
355,355,10019.0,,28.0,36.0,,,,,,,62.0,3.0,,16.0,,2.0,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,62.0
356,356,12603.0,11.5,,,4.25,3.0,3.75,1.75,5.833333333,1.714285714,69.0,5.0,8.333333333,8.0,5.0,2.0,7.0,2.0,2.0,6.0,7.0,5.0,1.0,3.0,6.0,7.0,5.0,5.0,4.0,30.0,30.0,40.0,50.0,70.0,75.0,75.0,30.0,1.0,10.0,40.0,60.0,50.0,40.0,30.0,20.0,10.0,10.0,0.0,85.0,80.0,75.0,60.0,0.0,0.0,0.0,78.0,69.0
357,357,45202.0,13.5,32.0,29.0,4.75,1.5,4.75,1.5,5.333333333,1.285714286,76.0,6.0,1.0,7.0,5.0,2.0,7.0,1.0,1.0,7.0,11.0,7.0,1.0,2.5,3.0,2.0,2.0,1.0,1.0,60.0,70.0,76.0,80.0,85.0,95.0,90.0,50.0,2.0,30.0,75.0,60.0,75.0,85.0,60.0,40.0,0.0,0.0,0.0,80.0,81.0,90.0,75.0,50.0,0.0,0.0,100.0,76.0
358,358,13036.0,12,36.0,27.0,3.0,2.25,4.75,3.25,4.666666667,1.142857143,58.0,6.0,5.0,6.0,5.0,1.0,7.0,4.0,1.0,7.0,8.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,51.0,53.0,70.0,98.0,100.0,100.0,100.0,91.0,2.0,91.0,61.0,61.0,61.0,51.0,44.0,35.0,20.0,20.0,39.0,87.0,92.0,93.0,92.0,86.0,0.0,0.0,90.0,58.0
359,359,10011.0,6.5,49.0,30.0,4.25,3.75,5.0,4.5,5.333333333,2.142857143,72.0,6.0,7.0,6.0,5.0,1.0,7.0,2.0,4.0,7.0,14.0,7.0,1.0,2.0,7.0,7.0,7.0,7.0,3.0,30.0,30.0,31.0,45.0,80.0,91.0,83.0,51.0,2.0,52.0,8.0,34.0,58.0,66.0,58.0,58.0,59.0,62.0,67.0,33.0,39.0,62.0,68.0,69.0,54.0,56.0,87.0,72.0
