,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
213,213,60148.0,,41.0,18.0,3.5,3.25,3.75,3.25,4.666666667,2.285714286,66.0,3.0,,15.0,5.0,2.0,6.0,5.0,5.0,6.0,10.0,4.0,,3.0,4.0,5.0,5.0,5.0,3.0,29.0,29.0,32.0,42.0,48.0,48.0,55.0,68.0,2.0,92.0,33.0,56.0,54.0,40.0,34.0,25.0,34.0,41.0,81.0,45.0,47.0,38.0,24.0,25.0,25.0,25.0,72.0,66.0
214,214,,,41.0,13.0,3.0,3.0,4.25,1.5,2.666666667,3.857142857,64.0,5.0,6.333333333,11.0,5.0,2.0,5.0,5.0,4.0,5.0,10.0,3.0,,3.0,2.0,2.0,2.0,4.0,4.0,50.0,50.0,49.0,64.0,69.0,48.0,51.0,55.0,2.0,1.0,55.0,14.0,7.0,25.0,25.0,47.0,,,,44.0,55.0,44.0,35.0,35.0,,,75.0,64.0
215,215,2916.0,,45.0,19.0,,,,,,,70.0,6.0,,6.0,,1.0,,,,,,,,1.0,6.0,6.0,6.0,4.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,70.0
216,216,44134.0,,,,3.0,4.0,3.5,1.0,,,27.0,1.0,1.0,,5.0,,7.0,1.0,1.0,7.0,8.0,7.0,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,27.0
217,217,95758.0,,37.0,31.0,5.0,1.0,2.25,1.0,,,71.0,4.0,4.666666667,6.0,5.0,1.0,7.0,1.0,1.0,7.0,5.0,1.0,,5.0,4.0,4.0,3.0,1.0,1.0,69.0,73.0,80.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,71.0
218,218,78209.0,13,43.0,15.0,5.0,1.75,3.0,4.0,4.0,1.0,49.0,4.0,2.333333333,6.0,5.0,1.0,6.0,1.0,1.0,7.0,14.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,93.0,95.0,96.0,97.0,98.0,98.0,98.0,1.0,2.0,1.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,100.0,100.0,100.0,100.0,0.0,0.0,75.0,49.0
219,219,77521.0,,,,,,,,,,23.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,23.0
220,220,93110.0,7.5,31.0,34.0,3.5,2.25,2.5,2.25,4.333333333,4.571428571,57.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,4.0,4.0,5.0,6.0,7.0,6.0,6.0,7.0,9.0,11.0,15.0,16.0,19.0,21.0,1.0,24.0,59.0,64.0,60.0,59.0,61.0,64.0,63.0,63.0,67.0,60.0,58.0,61.0,63.0,63.0,63.0,68.0,85.0,57.0
221,221,98255.0,7.5,25.0,26.0,2.5,3.0,4.0,1.0,6.166666667,1.857142857,55.0,3.0,1.0,,5.0,,6.0,7.0,7.0,7.0,3.0,7.0,1.0,4.0,4.0,4.0,5.0,6.0,6.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2.0,50.0,50.0,60.0,60.0,40.0,35.0,20.0,10.0,0.0,0.0,60.0,70.0,70.0,40.0,25.0,0.0,0.0,70.0,55.0
222,222,49509.0,,41.0,20.0,2.75,1.5,3.5,1.5,,,66.0,6.0,5.666666667,12.0,5.0,2.0,7.0,5.0,4.0,7.0,11.0,4.0,,2.5,2.0,4.0,5.0,3.0,2.0,66.0,66.0,66.0,78.0,91.0,92.0,92.0,92.0,2.0,92.0,,,,,,,,,,,,,,,,,,66.0
223,223,98512.0,8,38.0,29.0,2.25,3.5,3.75,4.0,,,53.0,5.0,5.333333333,9.0,5.0,1.0,7.0,1.0,1.0,7.0,5.0,7.0,1.0,2.0,4.0,4.0,6.0,6.0,3.0,21.0,21.0,20.0,25.0,30.0,42.0,41.0,41.0,2.0,50.0,,,,,,,,,,,,,,,,,,53.0
224,224,77096.0,11.5,41.0,12.0,2.75,2.0,4.75,2.25,6.333333333,1.0,41.0,5.0,1.666666667,,4.0,,7.0,6.0,6.0,7.0,8.0,3.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,80.0,82.0,85.0,89.0,92.0,94.0,95.0,90.0,2.0,90.0,69.0,71.0,72.0,71.0,71.0,72.0,72.0,72.0,71.0,74.0,68.0,76.0,79.0,84.0,85.0,51.0,90.0,41.0
225,225,60193.0,12,41.0,20.0,3.25,2.5,3.75,1.75,5.166666667,1.142857143,50.0,4.0,3.666666667,6.0,5.0,2.0,2.0,4.0,4.0,6.0,13.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,2.0,20.0,71.0,71.0,71.0,51.0,51.0,51.0,51.0,51.0,32.0,84.0,80.0,81.0,81.0,74.0,0.0,0.0,90.0,50.0
226,226,98275.0,,45.0,23.0,4.5,1.5,4.5,2.75,,,64.0,3.0,,6.0,5.0,1.0,7.0,5.0,4.0,7.0,14.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,,,,,,,,,,,,,,,,,,64.0
227,227,44053.0,15,40.0,15.0,5.0,1.0,4.25,1.25,,,64.0,4.0,,12.0,5.0,1.0,1.0,6.0,1.0,7.0,3.0,2.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,49.0,2.0,11.0,,,,,,,,,,,,,,,,,,64.0
228,228,14514.0,,,,,,,,4.333333333,2.0,54.0,5.0,,20.0,,1.0,,,,,,,,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,1.0,,70.0,75.0,75.0,75.0,70.0,70.0,70.0,60.0,50.0,70.0,65.0,70.0,60.0,60.0,50.0,50.0,92.0,54.0
229,229,90404.0,9.5,36.0,14.0,3.75,3.25,5.0,3.25,4.833333333,2.428571429,54.0,5.0,4.666666667,6.0,5.0,1.0,7.0,2.0,2.0,7.0,9.0,7.0,1.0,3.0,5.0,7.0,6.0,3.0,2.0,9.0,29.0,29.0,40.0,60.0,80.0,80.0,100.0,2.0,5.0,60.0,59.0,70.0,70.0,80.0,81.0,99.0,100.0,53.0,70.0,60.0,70.0,91.0,100.0,100.0,100.0,99.0,54.0
230,230,48329.0,,28.0,24.0,4.5,2.25,3.75,2.0,3.166666667,2.0,60.0,3.0,3.333333333,6.0,5.0,1.0,7.0,2.0,2.0,7.0,9.0,7.0,,1.0,4.0,3.0,3.0,3.0,3.0,50.0,50.0,51.0,51.0,50.0,51.0,51.0,51.0,1.0,51.0,10.0,10.0,9.0,8.0,9.0,9.0,10.0,8.0,8.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,70.0,60.0
231,231,53202.0,6,40.0,22.0,4.0,2.5,4.5,1.5,5.333333333,2.428571429,32.0,5.0,4.0,9.0,5.0,2.0,6.0,3.0,3.0,5.0,10.0,3.0,1.0,3.5,5.0,5.0,5.0,3.0,2.0,55.0,55.0,60.0,70.0,70.0,65.0,65.0,25.0,2.0,10.0,55.0,60.0,70.0,60.0,55.0,45.0,30.0,15.0,0.0,40.0,40.0,45.0,45.0,30.0,15.0,0.0,70.0,32.0
232,232,97305.0,7,41.0,19.0,5.0,2.25,2.5,2.0,5.833333333,1.285714286,68.0,5.0,,10.0,3.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,6.0,80.0,80.0,70.0,50.0,30.0,2.0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,71.0,70.0,70.0,20.0,2.0,0.0,0.0,90.0,68.0
233,233,54313.0,11,25.0,30.0,3.5,2.5,3.0,3.5,,,52.0,7.0,9.0,6.0,1.0,1.0,1.0,7.0,7.0,7.0,12.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,52.0
234,234,34207.0,,30.0,32.0,,,,,,,69.0,5.0,,22.0,,3.0,,,,,,,,2.5,6.0,6.0,6.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,69.0
235,235,45159.0,,,,,,,,,,36.0,3.0,,,,,,,,,,,,5.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,36.0
236,236,8611.0,,,,,,,,,,43.0,5.0,,22.0,,2.0,,,,,,,,2.0,6.0,6.0,5.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,43.0
237,237,62269.0,8,,,,,,,,,24.0,3.0,,14.0,,3.0,,,,,,,1.0,4.0,2.0,2.0,2.0,4.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,24.0
238,238,96097.0,4.5,48.0,10.0,5.0,3.25,5.0,3.5,3.0,2.857142857,56.0,5.0,7.666666667,6.0,1.0,1.0,7.0,1.0,1.0,7.0,11.0,7.0,1.0,1.0,4.0,4.0,6.0,3.0,4.0,10.0,10.0,20.0,50.0,60.0,60.0,60.0,30.0,2.0,0.0,50.0,60.0,75.0,51.0,51.0,51.0,51.0,51.0,51.0,35.0,0.0,35.0,51.0,51.0,51.0,51.0,82.0,56.0
239,239,29654.0,,,,,,,,,,30.0,3.0,,16.0,,3.0,,,,,,,,3.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,30.0
240,240,75088.0,11,49.0,7.0,3.75,1.75,5.0,3.5,6.333333333,1.142857143,55.0,5.0,4.333333333,6.0,5.0,1.0,7.0,2.0,2.0,7.0,8.0,6.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,,0.0,0.0,0.0,52.0,53.0,53.0,22.0,2.0,9.0,10.0,8.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,20.0,19.0,20.0,19.0,21.0,11.0,0.0,75.0,55.0
241,241,14609.0,9.5,39.0,31.0,,,,,,,38.0,5.0,,9.0,,1.0,,,,,,,1.0,2.5,4.0,5.0,5.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,38.0
242,242,33068.0,13,37.0,17.0,4.25,2.0,3.75,2.75,6.666666667,1.0,67.0,3.0,,12.0,1.0,1.0,7.0,4.0,4.0,7.0,12.0,3.0,1.0,3.0,7.0,7.0,6.0,3.0,3.0,50.0,50.0,50.0,90.0,90.0,100.0,100.0,50.0,2.0,50.0,35.0,65.0,75.0,80.0,85.0,50.0,50.0,50.0,50.0,75.0,80.0,85.0,85.0,0.0,0.0,0.0,80.0,67.0
243,243,13802.0,7,37.0,16.0,2.5,3.75,4.25,1.0,5.0,1.571428571,58.0,5.0,6.333333333,11.0,5.0,2.0,7.0,6.0,6.0,6.0,5.0,4.0,1.0,2.0,6.0,6.0,6.0,5.0,2.0,50.0,50.0,61.0,68.0,75.0,74.0,82.0,82.0,2.0,81.0,33.0,43.0,51.0,56.0,59.0,65.0,64.0,64.0,65.0,40.0,51.0,60.0,63.0,57.0,45.0,44.0,80.0,58.0
244,244,37217.0,,43.0,9.0,3.75,2.25,4.25,2.25,6.0,1.142857143,61.0,5.0,7.666666667,6.0,5.0,4.0,2.0,2.0,2.0,5.0,9.0,1.0,,5.5,2.0,2.0,2.0,6.0,,62.0,58.0,70.0,70.0,65.0,58.0,40.0,19.0,2.0,6.0,27.0,43.0,40.0,36.0,28.0,18.0,8.0,5.0,0.0,75.0,75.0,70.0,62.0,55.0,0.0,0.0,90.0,61.0
245,245,1960.0,12,27.0,34.0,,,,,4.666666667,2.857142857,76.0,6.0,5.666666667,6.0,2.0,5.0,7.0,3.0,1.0,5.0,12.0,2.0,1.0,5.0,4.0,5.0,6.0,2.0,1.0,61.0,67.0,68.0,42.0,34.0,28.0,21.0,68.0,1.0,82.0,51.0,41.0,34.0,18.0,19.0,9.0,9.0,8.0,84.0,76.0,71.0,78.0,51.0,51.0,0.0,0.0,,76.0
246,246,94556.0,12.5,37.0,26.0,4.75,2.0,4.0,2.5,6.166666667,1.285714286,49.0,5.0,8.333333333,13.0,5.0,1.0,7.0,3.0,2.0,7.0,8.0,4.0,1.0,2.5,6.0,6.0,7.0,2.0,1.0,25.0,25.0,37.0,82.0,93.0,100.0,100.0,31.0,1.0,15.0,70.0,30.0,65.0,77.0,80.0,65.0,63.0,35.0,6.0,83.0,81.0,87.0,94.0,95.0,14.0,4.0,72.0,49.0
247,247,2170.0,11,33.0,30.0,4.25,2.75,4.75,3.75,,,49.0,5.0,6.333333333,13.0,5.0,4.0,7.0,6.0,6.0,7.0,8.0,7.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,5.0,62.0,72.0,97.0,71.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,49.0
248,248,46176.0,9.5,28.0,29.0,4.75,3.5,1.5,2.0,4.833333333,3.0,69.0,6.0,,6.0,5.0,1.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,40.0,42.0,70.0,75.0,85.0,85.0,85.0,1.0,1.0,1.0,30.0,40.0,41.0,30.0,25.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,50.0,0.0,0.0,0.0,88.0,69.0
249,249,95841.0,11.5,25.0,29.0,3.75,2.25,3.0,2.5,5.333333333,2.0,58.0,6.0,6.0,17.0,2.0,2.0,7.0,3.0,3.0,3.0,10.0,5.0,1.0,4.0,,,,,,56.0,68.0,75.0,82.0,83.0,84.0,86.0,85.0,1.0,86.0,68.0,81.0,78.0,78.0,83.0,83.0,85.0,85.0,86.0,83.0,75.0,78.0,81.0,76.0,0.0,0.0,85.0,58.0
250,250,91932.0,,47.0,25.0,,,,,,,51.0,3.0,,6.0,,1.0,,,,,,,,4.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,51.0
251,251,33844.0,15,32.0,23.0,4.25,1.5,4.5,3.25,7.0,1.0,54.0,4.0,4.333333333,6.0,4.0,3.0,1.0,1.0,1.0,5.0,11.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,95.0,97.0,98.0,98.0,97.0,98.0,99.0,100.0,1.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,150.0,54.0
252,252,75219.0,,31.0,28.0,3.5,2.25,2.25,1.5,,,35.0,5.0,7.333333333,,1.0,,7.0,5.0,3.0,5.0,7.0,5.0,,6.0,,,,,,75.0,75.0,74.0,73.0,74.0,74.0,49.0,21.0,1.0,12.0,,,,,,,,,,,,,,,,,,35.0
253,253,92243.0,13.5,,,4.5,2.25,4.5,4.5,,,30.0,6.0,6.333333333,6.0,3.0,1.0,7.0,1.0,1.0,4.0,6.0,6.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,50.0,50.0,60.0,74.0,89.0,100.0,100.0,100.0,2.0,100.0,,,,,,,,,,,,,,,,,,30.0
254,254,89123.0,7,24.0,25.0,3.5,2.75,4.5,4.5,4.166666667,2.428571429,58.0,3.0,3.0,8.0,5.0,3.0,6.0,4.0,4.0,7.0,7.0,7.0,1.0,2.0,6.0,6.0,4.0,3.0,2.0,5.0,7.0,9.0,30.0,40.0,65.0,75.0,1.0,2.0,1.0,20.0,61.0,73.0,74.0,74.0,68.0,60.0,51.0,44.0,61.0,41.0,51.0,29.0,8.0,0.0,0.0,65.0,58.0
255,255,49242.0,,,,,,,,,,63.0,3.0,,9.0,,5.0,,,,,,,,5.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,63.0
256,256,85208.0,13,35.0,21.0,4.5,1.25,4.75,2.5,4.833333333,1.428571429,54.0,3.0,4.333333333,6.0,3.0,6.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,6.5,2.0,2.0,2.0,2.0,3.0,61.0,72.0,92.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,51.0,85.0,54.0
257,257,40006.0,11.5,41.0,24.0,4.75,2.25,4.5,4.25,7.0,1.0,58.0,2.0,6.333333333,6.0,5.0,1.0,7.0,7.0,5.0,5.0,11.0,4.0,1.0,5.5,7.0,7.0,7.0,5.0,4.0,5.0,5.0,6.0,8.0,12.0,43.0,13.0,13.0,2.0,8.0,60.0,70.0,66.0,60.0,55.0,47.0,48.0,39.0,33.0,70.0,79.0,61.0,69.0,61.0,56.0,57.0,85.0,58.0
258,258,32246.0,14.5,44.0,19.0,5.0,1.0,4.75,2.5,6.666666667,1.142857143,60.0,5.0,6.0,12.0,4.0,1.0,5.0,3.0,1.0,7.0,9.0,4.0,1.0,6.0,5.0,6.0,6.0,3.0,1.0,72.0,72.0,78.0,85.0,90.0,96.0,97.0,26.0,1.0,13.0,66.0,61.0,80.0,86.0,76.0,68.0,58.0,50.0,37.0,92.0,91.0,92.0,95.0,95.0,10.0,0.0,90.0,60.0
259,259,34481.0,,,,,,,,,,68.0,2.0,,34.0,,4.0,,,,,,,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,68.0
260,260,28673.0,3,38.0,9.0,3.0,3.25,1.0,1.0,5.666666667,2.0,54.0,4.0,4.0,12.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,7.0,1.0,1.5,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,29.0,0.0,0.0,0.0,70.0,54.0
261,261,64130.0,13.5,,,5.0,1.25,4.75,2.0,6.0,1.0,60.0,5.0,5.333333333,7.0,5.0,1.0,7.0,6.0,5.0,7.0,8.0,7.0,1.0,1.0,7.0,4.0,2.0,1.0,3.0,9.0,14.0,27.0,57.0,74.0,85.0,89.0,52.0,2.0,53.0,63.0,55.0,63.0,54.0,44.0,42.0,38.0,40.0,45.0,71.0,60.0,74.0,78.0,53.0,45.0,33.0,85.0,60.0
262,262,14211.0,,31.0,23.0,4.0,3.5,4.0,3.0,3.833333333,2.0,51.0,3.0,4.0,7.0,5.0,1.0,7.0,1.0,1.0,7.0,3.0,2.0,,1.0,,,,,,10.0,10.0,50.0,50.0,60.0,30.0,30.0,0.0,2.0,0.0,50.0,50.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,75.0,51.0
263,263,70660.0,3,35.0,30.0,3.5,4.0,3.25,3.75,6.666666667,1.714285714,42.0,3.0,3.0,24.0,1.0,4.0,1.0,3.0,2.0,6.0,8.0,3.0,1.0,6.0,2.0,5.0,4.0,4.0,6.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,2.0,50.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,0.0,0.0,50.0,39.0,40.0,51.0,51.0,51.0,51.0,65.0,42.0
264,264,37215.0,,39.0,22.0,,,,,6.5,1.0,67.0,6.0,,6.0,,1.0,,,,,,,,3.5,4.0,4.0,3.0,3.0,2.0,,,,,,,,,2.0,,19.0,43.0,38.0,18.0,10.0,0.0,0.0,0.0,0.0,40.0,41.0,60.0,66.0,72.0,0.0,0.0,95.0,67.0
265,265,70592.0,,44.0,22.0,5.0,1.0,4.5,5.0,5.833333333,1.714285714,54.0,5.0,5.666666667,6.0,5.0,1.0,7.0,1.0,1.0,5.0,12.0,6.0,,6.0,4.0,4.0,3.0,2.0,1.0,10.0,9.0,15.0,62.0,81.0,100.0,100.0,100.0,1.0,100.0,62.0,52.0,60.0,63.0,72.0,79.0,82.0,65.0,63.0,100.0,91.0,83.0,85.0,82.0,58.0,60.0,80.0,54.0
266,266,60096.0,,,,,,,,,,42.0,6.0,,,,,,,,,,,,4.0,5.0,6.0,6.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,42.0
267,267,8722.0,,,,3.25,4.25,3.25,2.0,,,69.0,5.0,1.666666667,17.0,4.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,,3.5,4.0,3.0,3.0,3.0,4.0,20.0,26.0,38.0,83.0,92.0,98.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,69.0
268,268,77304.0,11,41.0,24.0,4.25,2.5,4.0,1.25,6.666666667,1.571428571,44.0,6.0,6.333333333,7.0,5.0,2.0,7.0,3.0,2.0,6.0,8.0,5.0,1.0,6.5,4.0,5.0,6.0,3.0,2.0,60.0,60.0,63.0,70.0,80.0,90.0,95.0,75.0,2.0,50.0,35.0,30.0,45.0,48.0,40.0,40.0,35.0,35.0,60.0,90.0,90.0,92.0,85.0,85.0,60.0,100.0,85.0,44.0
269,269,92117.0,,39.0,41.0,4.5,1.5,4.5,1.75,6.166666667,1.857142857,41.0,7.0,6.666666667,12.0,5.0,2.0,7.0,1.0,1.0,7.0,12.0,4.0,,7.0,2.0,2.0,2.0,2.0,3.0,76.0,90.0,95.0,100.0,100.0,100.0,100.0,23.0,2.0,16.0,20.0,54.0,49.0,44.0,39.0,35.0,30.0,25.0,18.0,20.0,53.0,56.0,58.0,59.0,55.0,31.0,85.0,41.0
270,270,33903.0,14.5,35.0,33.0,5.0,1.0,4.0,3.75,6.166666667,1.0,63.0,2.0,2.666666667,11.0,1.0,1.0,1.0,6.0,4.0,7.0,12.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,66.0,66.0,74.0,76.0,79.0,85.0,95.0,100.0,2.0,100.0,92.0,74.0,75.0,75.0,70.0,53.0,54.0,54.0,53.0,92.0,81.0,82.0,83.0,82.0,64.0,62.0,95.0,63.0
271,271,33903.0,14.5,35.0,33.0,5.0,1.0,4.0,3.75,6.166666667,1.0,63.0,2.0,2.666666667,11.0,1.0,1.0,1.0,6.0,4.0,7.0,12.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,66.0,66.0,74.0,76.0,79.0,85.0,95.0,100.0,2.0,100.0,92.0,74.0,75.0,75.0,70.0,53.0,54.0,54.0,53.0,92.0,81.0,82.0,83.0,82.0,64.0,62.0,95.0,63.0
272,272,24641.0,,46.0,13.0,,,,,,,44.0,6.0,,11.0,,2.0,,,,,,,,1.5,7.0,3.0,3.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,44.0
273,273,14602.0,,38.0,30.0,2.0,2.5,3.75,3.5,,,24.0,5.0,1.0,17.0,2.0,5.0,7.0,1.0,1.0,3.0,14.0,4.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,99.0,99.0,99.0,99.0,100.0,1.0,2.0,55.0,,,,,,,,,,,,,,,,,,24.0
274,274,17522.0,,26.0,33.0,,,,,5.5,1.428571429,44.0,3.0,,9.0,,1.0,,,,,,,,3.0,5.0,6.0,7.0,7.0,7.0,,,,,,,,,2.0,,34.0,20.0,40.0,51.0,51.0,51.0,51.0,51.0,0.0,81.0,81.0,81.0,81.0,68.0,15.0,0.0,85.0,44.0
275,275,77382.0,14,28.0,31.0,3.5,1.5,3.5,4.25,6.166666667,1.285714286,77.0,3.0,5.333333333,9.0,2.0,4.0,3.0,2.0,1.0,5.0,12.0,3.0,1.0,6.0,6.0,5.0,5.0,3.0,2.0,91.0,91.0,91.0,95.0,98.0,100.0,100.0,98.0,1.0,85.0,56.0,62.0,62.0,55.0,40.0,24.0,,12.0,51.0,92.0,95.0,95.0,86.0,71.0,12.0,0.0,90.0,77.0
276,276,13820.0,,32.0,30.0,,,,,,,47.0,3.0,,6.0,,2.0,,,,,,,,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,47.0
277,277,45205.0,12.5,38.0,20.0,4.5,2.25,4.0,1.5,4.166666667,2.0,51.0,5.0,1.333333333,13.0,4.0,1.0,4.0,1.0,1.0,7.0,6.0,7.0,1.0,2.5,7.0,7.0,7.0,7.0,7.0,2.0,3.0,3.0,4.0,23.0,39.0,55.0,87.0,2.0,97.0,15.0,0.0,25.0,51.0,69.0,84.0,86.0,90.0,100.0,51.0,29.0,51.0,59.0,70.0,86.0,100.0,70.0,51.0
278,278,97045.0,6.5,26.0,37.0,5.0,3.75,3.25,1.25,6.666666667,1.571428571,43.0,3.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,6.0,6.0,4.0,50.0,50.0,45.0,35.0,15.0,10.0,0.0,0.0,2.0,0.0,85.0,25.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,20.0,70.0,30.0,0.0,0.0,0.0,84.0,43.0
279,279,71913.0,,,,,,,,,,43.0,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,43.0
280,280,20011.0,,35.0,21.0,4.25,1.25,5.0,3.5,6.5,1.571428571,65.0,3.0,,6.0,5.0,1.0,3.0,2.0,1.0,7.0,8.0,4.0,,2.0,6.0,7.0,7.0,2.0,1.0,40.0,47.0,60.0,70.0,85.0,100.0,100.0,84.0,2.0,80.0,100.0,100.0,100.0,100.0,71.0,71.0,80.0,50.0,50.0,98.0,100.0,100.0,100.0,94.0,0.0,0.0,90.0,65.0
281,281,32301.0,10.5,49.0,20.0,4.75,2.0,4.0,2.5,4.666666667,1.142857143,50.0,7.0,6.0,6.0,5.0,1.0,7.0,3.0,3.0,7.0,7.0,6.0,1.0,1.5,4.0,3.0,3.0,2.0,2.0,10.0,11.0,11.0,19.0,26.0,27.0,28.0,23.0,2.0,15.0,59.0,55.0,55.0,46.0,41.0,34.0,27.0,19.0,8.0,72.0,58.0,59.0,58.0,55.0,3.0,1.0,90.0,50.0
282,282,2072.0,,39.0,30.0,2.25,2.0,4.5,2.75,6.166666667,2.0,33.0,5.0,,16.0,5.0,1.0,7.0,1.0,1.0,6.0,12.0,5.0,,2.5,,,,,,0.0,0.0,55.0,75.0,80.0,90.0,90.0,20.0,2.0,0.0,80.0,70.0,70.0,70.0,70.0,70.0,60.0,50.0,40.0,90.0,60.0,90.0,90.0,90.0,80.0,80.0,90.0,33.0
283,283,77090.0,,37.0,28.0,,,,,,,54.0,6.0,,6.0,,1.0,,,,,,,,1.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,54.0
